edad;estado_civil;educacion;default;Blance_cuenta;Casa_propiedad;Prestamo;Dia_ultimo_contacto;Mes_ultimo_contacto;Duracion_ultimo_contacto;ID_campanna;Dias_campanna_ant;previous;Resultado_campanna_ant;Churn
22;soltero;secundaria;0;948;0;0;25;feb;169;1;191;3;positivo;0
30;soltero;secundaria;0;48;0;0;25;feb;217;1;191;2;positivo;0
66;casado;NA;0;2149;1;0;25;feb;98;1;87;10;fallido;0
70;casado;secundaria;0;4;0;0;25;feb;511;5;125;4;fallido;1
36;soltero;Universidad;0;688;0;0;25;feb;293;3;268;2;fallido;1
24;soltero;secundaria;0;486;0;0;26;feb;281;2;270;2;NA;1
52;casado;secundaria;0;117;0;0;26;feb;959;3;186;6;positivo;0
71;divorciado;secundaria;0;0;0;0;26;feb;771;1;171;1;positivo;0
33;casado;Universidad;0;71;0;0;26;feb;335;3;102;2;fallido;0
56;casado;secundaria;0;1938;0;1;26;feb;229;1;192;4;positivo;0
47;casado;NA;0;66;0;0;26;feb;297;1;203;1;positivo;1
37;casado;Universidad;0;3654;0;0;26;feb;262;1;274;2;NA;1
30;soltero;Universidad;0;5359;0;0;26;feb;427;1;191;3;positivo;0
28;soltero;secundaria;0;1925;0;0;26;feb;139;1;93;3;positivo;1
73;casado;NA;0;519;0;0;26;feb;270;3;133;2;positivo;0
48;casado;secundaria;0;3519;0;1;26;feb;229;1;60;2;fallido;1
60;casado;primaria;0;211;0;0;26;feb;480;2;189;1;fallido;1
57;divorciado;secundaria;0;79;1;0;1;mar;60;1;592;2;fallido;1
59;casado;Universidad;0;315;0;0;2;mar;591;1;176;2;fallido;0
37;casado;Universidad;0;1113;0;0;2;mar;229;1;182;1;positivo;0
28;soltero;secundaria;0;-46;1;0;2;mar;525;1;89;11;fallido;0
31;soltero;Universidad;0;4129;0;0;2;mar;105;1;182;1;fallido;1
36;soltero;secundaria;0;1407;0;0;2;mar;328;1;109;3;NA;1
28;soltero;secundaria;0;598;1;0;2;mar;177;1;288;2;fallido;0
26;soltero;secundaria;0;162;1;0;2;mar;185;2;130;8;NA;1
56;casado;primaria;0;1947;0;0;2;mar;225;2;123;5;fallido;0
37;soltero;Universidad;0;1027;1;0;2;mar;313;1;152;2;positivo;0
47;casado;primaria;0;235;0;0;2;mar;136;2;203;1;NA;0
60;divorciado;Universidad;0;2;0;0;2;mar;228;4;390;2;NA;0
27;soltero;Universidad;0;311;0;0;2;mar;187;3;322;1;NA;0
40;soltero;Universidad;0;7968;0;0;2;mar;263;2;180;2;positivo;0
25;soltero;secundaria;0;154;0;0;3;mar;141;1;180;2;fallido;0
29;soltero;NA;0;7585;0;0;3;mar;145;2;198;1;fallido;0
29;soltero;Universidad;0;2489;1;0;3;mar;355;1;86;5;fallido;0
68;casado;secundaria;0;1146;0;0;3;mar;153;2;110;3;positivo;0
38;casado;secundaria;0;1559;0;0;3;mar;136;2;280;1;fallido;0
34;casado;secundaria;0;5320;0;0;3;mar;114;6;467;5;NA;1
23;soltero;secundaria;0;287;0;0;3;mar;700;3;180;1;NA;1
47;casado;Universidad;0;0;1;0;4;mar;194;2;181;3;fallido;1
32;soltero;Universidad;0;354;0;0;4;mar;177;2;133;5;NA;0
34;soltero;NA;0;242;0;0;4;mar;364;2;244;2;fallido;1
32;casado;Universidad;0;2667;1;0;4;mar;251;1;181;4;fallido;0
42;casado;Universidad;0;144;0;0;4;mar;148;1;87;4;fallido;0
39;casado;Universidad;0;508;0;0;4;mar;431;1;122;3;fallido;1
26;soltero;Universidad;0;760;1;0;4;mar;456;2;281;5;positivo;0
63;casado;secundaria;0;367;0;0;4;mar;262;1;178;6;fallido;1
73;soltero;secundaria;0;1050;0;0;4;mar;562;3;181;2;fallido;0
70;divorciado;secundaria;0;6850;0;0;5;mar;252;3;183;1;fallido;1
68;casado;Universidad;0;2820;0;0;5;mar;158;1;92;3;positivo;1
26;soltero;secundaria;0;5296;0;0;5;mar;229;1;205;1;fallido;0
33;casado;Universidad;0;1390;0;0;5;mar;77;1;179;5;fallido;1
64;casado;Universidad;0;1644;0;0;5;mar;341;4;179;4;positivo;0
26;soltero;Universidad;0;294;0;0;5;mar;87;1;91;2;positivo;0
27;soltero;secundaria;0;3529;0;1;5;mar;162;1;179;2;fallido;1
30;casado;primaria;0;201;1;0;5;mar;116;7;186;13;positivo;1
39;casado;secundaria;0;53;0;0;5;mar;257;1;394;1;fallido;0
40;soltero;secundaria;0;334;0;0;5;mar;219;1;91;6;NA;0
64;casado;secundaria;0;1220;0;0;5;mar;84;1;88;1;fallido;1
36;casado;secundaria;0;52;1;0;5;mar;498;2;179;7;positivo;0
33;divorciado;Universidad;0;2240;0;0;8;mar;264;2;278;1;positivo;0
49;divorciado;Universidad;0;3293;0;0;8;mar;111;3;585;6;NA;1
51;casado;Universidad;0;2635;0;0;8;mar;209;2;188;3;positivo;1
31;casado;Universidad;0;1570;1;0;8;mar;277;4;286;1;fallido;0
38;soltero;NA;0;444;0;0;8;mar;157;3;206;6;positivo;1
59;casado;secundaria;0;957;0;0;8;mar;301;1;89;2;positivo;0
36;casado;NA;0;444;0;0;8;mar;139;6;279;2;fallido;1
35;casado;Universidad;0;2161;0;0;9;mar;139;2;181;3;positivo;0
69;casado;NA;0;426;0;0;9;mar;225;1;90;1;positivo;0
31;soltero;Universidad;0;147;0;0;9;mar;469;1;181;2;positivo;0
76;divorciado;primaria;0;802;0;0;9;mar;241;1;181;5;positivo;0
35;casado;secundaria;0;294;1;0;9;mar;301;1;90;4;positivo;0
34;casado;Universidad;0;158;0;0;9;mar;212;3;181;6;positivo;0
33;casado;Universidad;0;0;1;0;9;mar;305;1;326;1;positivo;0
36;casado;secundaria;0;4721;0;0;9;mar;288;2;90;3;positivo;0
44;casado;NA;0;282;0;0;9;mar;700;2;154;3;positivo;0
19;soltero;NA;0;108;0;0;9;mar;273;2;182;1;positivo;0
51;casado;primaria;0;3764;0;0;9;mar;450;3;181;6;positivo;0
52;casado;secundaria;0;1416;0;0;10;mar;436;2;182;1;positivo;0
51;divorciado;Universidad;0;66;1;0;10;mar;138;1;478;2;fallido;1
29;soltero;secundaria;0;1448;0;0;10;mar;217;1;184;7;NA;1
70;casado;NA;0;647;0;0;10;mar;152;1;348;1;fallido;1
46;divorciado;Universidad;0;461;0;0;10;mar;127;1;70;2;positivo;1
39;casado;Universidad;0;494;0;0;10;mar;106;2;478;3;fallido;0
58;casado;Universidad;0;1016;0;0;11;mar;78;2;91;1;fallido;1
37;casado;Universidad;0;0;0;0;11;mar;129;4;107;2;fallido;1
26;soltero;Universidad;0;3730;1;0;11;mar;93;1;98;4;NA;1
79;casado;primaria;0;3025;0;0;11;mar;184;1;90;6;positivo;1
29;soltero;Universidad;0;1351;0;0;11;mar;228;1;91;1;fallido;1
75;casado;primaria;0;1765;0;0;11;mar;282;2;181;2;positivo;1
64;casado;primaria;0;43;0;0;11;mar;117;1;91;1;positivo;1
33;casado;Universidad;0;1676;1;0;12;mar;102;2;184;2;fallido;1
27;soltero;Universidad;0;948;1;0;12;mar;121;2;207;1;fallido;1
80;casado;primaria;0;155;0;0;12;mar;290;1;93;2;positivo;0
46;casado;secundaria;0;640;1;0;12;mar;215;1;182;4;positivo;0
72;casado;secundaria;0;951;0;1;12;mar;229;3;339;1;fallido;0
36;casado;Universidad;0;495;0;0;12;mar;213;3;182;6;positivo;0
40;soltero;Universidad;0;1509;0;0;15;mar;144;2;124;1;fallido;1
41;casado;Universidad;0;298;0;0;15;mar;209;2;315;4;fallido;1
27;soltero;secundaria;0;3754;0;0;15;mar;106;3;98;1;NA;1
77;casado;primaria;0;29340;0;0;15;mar;257;1;91;2;NA;0
74;casado;Universidad;0;1843;0;0;15;mar;192;1;185;2;positivo;0
30;casado;Universidad;0;1077;0;0;15;mar;151;1;96;1;fallido;1
25;soltero;NA;0;839;0;0;15;mar;109;1;181;2;NA;1
35;casado;secundaria;0;262;0;0;15;mar;427;1;181;3;positivo;0
42;casado;secundaria;0;16517;0;0;15;mar;549;5;203;4;fallido;1
82;divorciado;primaria;0;0;0;0;15;mar;506;2;195;1;NA;0
41;divorciado;secundaria;0;6046;1;1;15;mar;300;6;182;2;positivo;0
51;casado;primaria;0;3844;0;0;15;mar;195;2;215;1;NA;1
42;casado;Universidad;0;1205;0;0;15;mar;129;1;188;2;positivo;1
34;divorciado;Universidad;0;12409;0;0;16;mar;189;1;480;4;NA;1
38;soltero;secundaria;0;465;1;0;16;mar;180;1;302;3;positivo;0
60;casado;secundaria;0;8332;0;0;16;mar;279;1;194;7;NA;0
47;soltero;Universidad;0;3232;0;0;16;mar;294;1;274;2;fallido;1
60;divorciado;secundaria;0;514;0;0;16;mar;263;1;124;9;NA;0
53;casado;secundaria;0;1796;0;0;16;mar;295;1;91;2;positivo;0
61;casado;secundaria;0;5196;0;0;16;mar;244;2;95;4;NA;1
51;casado;Universidad;0;1612;0;0;16;mar;384;1;182;5;fallido;1
29;soltero;Universidad;0;874;1;0;16;mar;231;1;181;2;positivo;0
64;casado;primaria;0;2140;0;0;16;mar;881;3;155;2;fallido;0
32;soltero;Universidad;0;1619;0;0;17;mar;184;1;321;2;positivo;1
28;casado;secundaria;0;897;0;0;17;mar;395;1;285;1;positivo;1
31;soltero;Universidad;0;64;0;0;17;mar;181;2;183;3;fallido;1
54;divorciado;secundaria;0;0;0;0;18;mar;362;1;290;3;positivo;0
59;casado;secundaria;0;2126;0;0;18;mar;359;1;343;1;fallido;1
27;soltero;Universidad;0;1976;0;0;18;mar;394;2;101;1;NA;1
46;divorciado;Universidad;0;624;0;0;18;mar;420;1;276;1;NA;0
46;casado;Universidad;0;273;1;0;18;mar;910;2;184;4;positivo;0
59;casado;Universidad;0;3342;0;0;18;mar;467;2;188;6;NA;0
86;casado;secundaria;0;1503;0;0;18;mar;165;3;101;1;NA;1
35;soltero;secundaria;0;1227;0;0;18;mar;593;4;90;6;NA;0
31;soltero;Universidad;0;3384;0;0;22;mar;247;3;187;3;positivo;0
43;divorciado;Universidad;0;2367;0;0;22;mar;173;2;181;4;positivo;0
60;casado;secundaria;0;3735;0;0;22;mar;248;1;90;10;positivo;0
37;casado;secundaria;0;1458;0;0;22;mar;344;1;326;1;positivo;1
54;casado;secundaria;0;2693;0;0;22;mar;222;1;188;6;NA;0
27;soltero;Universidad;0;6791;0;0;22;mar;174;2;229;28;positivo;1
72;casado;primaria;0;4657;0;0;23;mar;255;1;91;8;positivo;0
42;casado;secundaria;0;0;1;1;23;mar;158;1;330;12;fallido;1
29;soltero;Universidad;0;3290;0;0;23;mar;136;1;291;2;positivo;0
30;soltero;secundaria;0;1681;0;0;23;mar;128;1;106;2;positivo;0
43;casado;secundaria;0;774;0;0;25;mar;101;1;421;1;positivo;0
46;soltero;secundaria;0;5993;0;0;25;mar;151;1;184;2;fallido;1
62;casado;Universidad;0;3371;0;0;25;mar;187;1;178;2;positivo;0
20;soltero;NA;0;179;0;0;25;mar;196;3;182;3;fallido;1
26;soltero;Universidad;0;1370;0;0;25;mar;231;1;295;1;NA;1
57;casado;Universidad;0;10583;0;0;25;mar;272;1;178;6;positivo;0
47;soltero;Universidad;0;334;1;0;26;mar;360;1;326;8;fallido;0
60;casado;secundaria;0;2060;0;0;26;mar;454;1;88;3;NA;1
30;casado;Universidad;0;2994;1;0;26;mar;156;1;137;1;NA;1
59;casado;primaria;0;4007;0;0;26;mar;157;2;116;4;fallido;1
72;casado;primaria;0;0;0;0;26;mar;201;3;191;3;fallido;1
35;casado;Universidad;0;957;1;0;26;mar;263;4;667;4;fallido;1
30;soltero;Universidad;0;916;0;0;29;mar;92;2;90;2;positivo;0
36;casado;Universidad;0;1145;1;0;29;mar;198;2;181;3;fallido;1
45;casado;secundaria;0;2981;1;1;29;mar;88;3;311;3;fallido;1
31;soltero;Universidad;0;4319;1;0;29;mar;515;2;334;5;fallido;1
28;soltero;Universidad;0;832;0;0;29;mar;433;3;342;1;fallido;0
42;casado;secundaria;0;2152;0;0;30;mar;361;2;181;2;fallido;1
40;casado;secundaria;0;3126;1;0;30;mar;186;2;90;5;fallido;1
57;divorciado;Universidad;0;3287;0;0;30;mar;277;2;337;1;positivo;0
23;soltero;secundaria;0;488;0;0;30;mar;236;1;92;2;NA;0
31;soltero;Universidad;0;9629;0;0;30;mar;371;1;174;4;fallido;1
80;divorciado;primaria;0;235;0;0;31;mar;577;1;223;3;NA;0
47;casado;Universidad;0;288;0;0;31;mar;193;1;181;1;positivo;0
27;soltero;secundaria;0;6036;0;0;31;mar;175;1;181;1;fallido;0
27;soltero;Universidad;0;1393;0;0;31;mar;382;1;271;1;fallido;1
26;soltero;Universidad;0;3;1;1;1;apr;149;1;350;1;positivo;0
61;casado;Universidad;0;0;1;1;1;apr;158;1;115;2;fallido;1
50;divorciado;secundaria;0;0;0;0;1;apr;280;1;184;3;positivo;0
84;casado;secundaria;0;81204;0;0;1;apr;390;1;94;3;positivo;0
33;soltero;secundaria;0;234;0;0;1;apr;176;1;370;2;fallido;1
46;casado;NA;0;2466;0;0;1;apr;216;3;370;1;fallido;0
47;casado;secundaria;0;70;1;0;5;apr;144;4;374;2;positivo;0
54;casado;secundaria;0;2102;1;0;5;apr;547;1;626;2;fallido;0
70;casado;Universidad;0;15834;0;0;5;apr;172;3;186;1;fallido;1
44;casado;secundaria;0;2897;0;0;5;apr;296;1;180;4;NA;1
24;soltero;secundaria;0;4126;0;0;5;apr;907;4;185;7;fallido;0
49;casado;Universidad;0;3842;0;0;5;apr;163;1;186;3;fallido;1
50;casado;Universidad;0;5108;1;0;5;apr;874;2;108;3;positivo;1
34;divorciado;secundaria;0;961;0;0;5;apr;137;2;430;2;fallido;1
29;soltero;NA;0;560;0;0;5;apr;459;1;307;1;fallido;0
30;casado;Universidad;0;102;1;0;5;apr;470;7;426;3;NA;0
30;soltero;Universidad;0;2325;0;0;5;apr;270;3;241;4;NA;1
50;casado;Universidad;0;377;0;0;6;apr;283;1;319;3;fallido;1
32;soltero;secundaria;0;1088;1;0;6;apr;317;1;363;2;positivo;0
27;soltero;Universidad;0;13107;1;0;6;apr;661;1;314;2;fallido;0
33;soltero;Universidad;0;562;1;1;6;apr;196;1;363;1;fallido;0
80;casado;secundaria;0;8304;0;0;6;apr;681;1;118;11;positivo;1
33;soltero;Universidad;0;718;1;0;6;apr;122;1;98;2;positivo;0
57;casado;NA;0;230;0;0;6;apr;177;2;210;3;fallido;0
58;casado;primaria;0;1119;0;0;6;apr;122;4;341;2;fallido;1
27;soltero;Universidad;0;-67;1;0;6;apr;604;3;236;2;fallido;0
37;casado;secundaria;0;0;1;0;8;apr;208;3;349;2;fallido;1
34;casado;Universidad;0;3696;0;0;8;apr;758;2;160;5;NA;0
69;casado;primaria;0;2398;0;0;12;apr;161;1;186;1;fallido;1
31;soltero;Universidad;0;3289;0;0;12;apr;235;1;314;1;fallido;1
50;casado;Universidad;0;0;0;1;12;apr;337;1;258;6;fallido;1
73;divorciado;secundaria;0;7111;1;0;12;apr;284;1;182;1;positivo;1
33;soltero;Universidad;0;658;1;0;12;apr;93;1;173;2;positivo;1
26;soltero;Universidad;0;1646;0;0;12;apr;524;4;206;5;positivo;0
29;soltero;Universidad;0;502;0;0;12;apr;366;2;199;3;NA;1
27;soltero;secundaria;0;1327;0;0;12;apr;339;1;241;9;NA;1
51;divorciado;Universidad;0;2109;0;0;12;apr;119;1;181;2;positivo;1
71;divorciado;secundaria;0;3104;0;0;12;apr;271;1;187;1;fallido;1
62;casado;secundaria;0;2917;0;0;12;apr;147;1;188;1;positivo;1
35;soltero;NA;0;484;0;0;12;apr;143;2;186;1;fallido;1
80;casado;secundaria;0;499;0;0;13;apr;224;2;393;4;fallido;1
62;divorciado;Universidad;0;6;1;0;13;apr;103;1;182;3;positivo;0
49;casado;secundaria;0;197;1;0;13;apr;223;1;182;2;fallido;0
62;casado;Universidad;0;0;0;0;13;apr;113;3;182;3;fallido;1
25;soltero;secundaria;0;1857;1;0;13;apr;295;4;187;6;positivo;0
32;soltero;Universidad;0;2016;0;0;13;apr;232;1;348;1;positivo;0
36;soltero;Universidad;0;436;0;0;13;apr;567;1;595;2;fallido;0
40;casado;Universidad;0;11766;1;0;13;apr;218;2;242;9;fallido;0
38;casado;Universidad;0;413;0;0;13;apr;240;1;179;2;fallido;0
35;soltero;Universidad;0;670;0;0;13;apr;278;4;182;2;positivo;0
23;soltero;secundaria;0;107;0;0;13;apr;256;5;181;2;positivo;0
44;casado;primaria;0;2557;1;0;14;apr;250;1;181;8;positivo;0
70;casado;secundaria;0;1310;0;0;14;apr;318;1;181;1;fallido;1
35;soltero;Universidad;0;2646;0;0;14;apr;133;8;183;2;positivo;0
35;casado;Universidad;0;1178;1;1;15;apr;220;2;183;5;fallido;1
75;casado;secundaria;0;3771;0;0;15;apr;185;1;181;2;positivo;0
51;casado;Universidad;0;469;0;0;15;apr;200;1;181;2;positivo;0
59;casado;secundaria;0;1;0;0;15;apr;159;2;378;3;fallido;0
36;casado;primaria;0;1177;0;0;15;apr;330;1;311;4;positivo;0
24;soltero;Universidad;0;736;1;0;15;apr;442;2;246;2;NA;0
62;casado;primaria;0;1515;1;0;15;apr;98;4;178;3;fallido;1
33;soltero;NA;0;2321;0;0;15;apr;699;2;381;2;fallido;1
22;soltero;secundaria;0;129;0;0;15;apr;218;2;181;1;positivo;0
36;casado;Universidad;0;-115;1;0;16;apr;297;4;182;2;NA;0
31;soltero;secundaria;0;4;0;0;16;apr;148;2;182;3;NA;1
35;casado;Universidad;0;690;0;0;19;apr;131;2;185;1;fallido;1
21;soltero;NA;0;330;0;0;19;apr;232;3;364;2;fallido;1
57;casado;secundaria;0;3738;1;0;19;apr;220;1;367;7;positivo;1
22;soltero;primaria;0;3472;0;0;19;apr;529;1;181;4;positivo;0
73;casado;secundaria;0;2850;0;0;19;apr;184;2;185;3;fallido;1
30;soltero;Universidad;0;7529;0;0;20;apr;175;6;183;1;positivo;0
55;divorciado;secundaria;0;309;0;0;20;apr;167;1;181;3;positivo;0
36;soltero;Universidad;0;3669;0;0;20;apr;166;1;376;1;NA;1
38;divorciado;secundaria;0;0;1;0;20;apr;162;1;181;5;positivo;0
39;soltero;secundaria;0;1672;1;0;20;apr;462;1;648;1;fallido;0
74;casado;Universidad;0;4912;0;0;20;apr;268;2;181;3;fallido;1
38;soltero;secundaria;0;1711;0;0;20;apr;379;3;202;1;positivo;0
31;divorciado;secundaria;0;2980;0;0;20;apr;930;4;292;2;NA;1
43;casado;Universidad;0;3157;0;0;21;apr;381;2;330;17;NA;1
30;soltero;secundaria;0;2046;0;0;21;apr;595;3;254;1;fallido;0
52;casado;secundaria;0;371;1;1;21;apr;224;2;182;1;positivo;0
64;divorciado;secundaria;0;4833;0;0;22;apr;247;2;251;1;fallido;1
62;casado;NA;0;635;0;0;22;apr;292;4;247;1;NA;1
62;casado;Universidad;0;997;0;0;22;apr;554;1;304;2;positivo;0
76;divorciado;primaria;0;2693;0;0;23;apr;109;5;184;2;positivo;1
40;casado;Universidad;0;206;0;0;23;apr;499;6;185;4;positivo;0
42;casado;secundaria;0;1216;1;0;23;apr;296;1;521;1;fallido;0
43;soltero;NA;0;11115;0;0;23;apr;291;1;182;3;positivo;0
73;casado;primaria;0;796;0;0;23;apr;888;1;182;3;positivo;0
41;divorciado;Universidad;0;5037;0;0;23;apr;252;9;185;5;NA;0
31;soltero;secundaria;0;81;1;0;23;apr;215;2;165;11;NA;1
77;casado;NA;0;1780;1;0;23;apr;361;2;182;5;positivo;0
46;divorciado;primaria;0;429;1;0;26;apr;465;2;369;2;positivo;0
35;casado;secundaria;0;2779;0;0;26;apr;182;2;186;2;positivo;0
41;soltero;Universidad;0;431;0;0;26;apr;128;2;186;3;positivo;1
26;soltero;Universidad;0;222;0;0;26;apr;192;1;334;1;fallido;0
46;casado;secundaria;0;1723;0;0;26;apr;102;3;192;4;NA;1
45;soltero;secundaria;0;0;1;0;26;apr;1472;1;192;4;fallido;0
60;casado;primaria;0;182;0;0;26;apr;166;5;181;5;fallido;1
29;soltero;Universidad;0;1445;0;0;26;apr;328;2;143;2;positivo;0
70;casado;secundaria;0;2815;0;0;26;apr;125;2;182;1;fallido;1
30;soltero;Universidad;0;655;0;0;26;apr;212;1;202;2;positivo;0
35;casado;Universidad;0;0;1;1;26;apr;135;3;363;2;fallido;1
32;soltero;secundaria;0;154;1;0;26;apr;135;1;521;2;fallido;1
34;soltero;secundaria;0;607;0;0;26;apr;449;1;326;3;NA;1
77;casado;NA;0;992;0;0;27;apr;147;2;182;2;fallido;1
63;casado;primaria;0;115;0;0;27;apr;325;1;180;7;fallido;0
31;soltero;Universidad;0;725;1;0;27;apr;345;1;452;1;NA;1
68;casado;primaria;0;7945;0;0;27;apr;252;1;181;1;fallido;1
61;casado;primaria;0;848;0;0;27;apr;605;1;187;1;NA;1
37;soltero;secundaria;0;2722;0;0;27;apr;426;2;179;3;NA;0
26;soltero;Universidad;0;1438;0;0;27;apr;321;1;449;1;NA;0
54;casado;NA;0;140;0;0;27;apr;473;2;182;2;fallido;0
37;casado;secundaria;0;55;1;1;27;apr;99;1;329;4;NA;1
70;casado;secundaria;0;616;0;0;27;apr;149;2;182;1;fallido;1
69;casado;secundaria;0;0;0;0;28;apr;184;2;126;2;NA;0
76;casado;NA;0;4984;0;0;28;apr;403;1;182;1;positivo;0
30;soltero;Universidad;0;697;0;0;28;apr;545;2;181;8;positivo;0
66;casado;primaria;0;1004;0;0;28;apr;154;1;182;1;positivo;1
64;casado;secundaria;0;4787;0;0;28;apr;392;1;182;1;positivo;0
55;casado;secundaria;0;962;1;0;28;apr;623;1;181;3;positivo;0
41;casado;Universidad;0;0;0;0;29;apr;882;1;181;3;positivo;0
79;divorciado;primaria;0;20;0;0;29;apr;165;2;182;1;NA;1
56;casado;secundaria;0;0;1;1;29;apr;152;1;223;3;NA;1
63;casado;primaria;0;12067;0;0;29;apr;660;1;191;1;fallido;0
49;soltero;secundaria;0;1245;0;0;29;apr;115;2;198;2;fallido;1
48;casado;secundaria;0;2533;0;0;29;apr;714;2;633;1;fallido;1
41;casado;Universidad;0;0;1;0;29;apr;395;3;426;1;NA;0
37;casado;secundaria;0;565;0;0;29;apr;449;1;398;1;positivo;0
19;soltero;secundaria;0;329;0;0;30;apr;169;1;190;2;positivo;0
32;casado;Universidad;0;6138;0;0;30;apr;211;2;196;7;positivo;1
61;divorciado;secundaria;0;4243;0;0;30;apr;315;1;182;2;positivo;0
30;casado;Universidad;0;4328;0;0;30;apr;262;3;189;11;NA;0
37;casado;secundaria;0;4017;0;0;30;apr;665;2;196;1;positivo;0
54;casado;Universidad;0;395;0;0;30;apr;183;1;183;2;positivo;0
45;casado;secundaria;0;205;0;0;4;may;552;1;90;2;positivo;0
38;casado;Universidad;0;238;0;0;4;may;131;1;90;2;positivo;1
48;casado;secundaria;0;1730;1;0;4;may;361;1;89;3;positivo;0
48;casado;Universidad;0;0;1;0;4;may;85;1;61;5;fallido;1
60;casado;primaria;0;5;0;0;4;may;494;1;95;2;positivo;0
45;casado;secundaria;0;360;0;0;4;may;113;1;182;1;positivo;1
50;casado;secundaria;0;402;0;0;4;may;165;1;180;2;fallido;1
29;soltero;Universidad;0;19;0;0;4;may;268;1;88;4;positivo;0
77;casado;Universidad;0;7802;0;0;4;may;421;1;92;2;positivo;0
33;casado;secundaria;0;1697;0;0;4;may;489;1;182;1;positivo;0
36;casado;Universidad;0;7222;1;0;4;may;104;1;181;5;fallido;1
35;soltero;Universidad;0;415;0;0;4;may;164;2;89;2;positivo;0
64;casado;NA;0;2352;0;0;4;may;153;2;182;11;positivo;0
80;casado;primaria;0;155;0;0;4;may;209;1;53;3;positivo;0
34;casado;Universidad;0;263;0;0;4;may;203;1;78;8;NA;1
29;soltero;secundaria;0;3528;0;0;4;may;104;1;208;1;positivo;1
32;casado;Universidad;0;390;1;1;5;may;100;1;243;1;NA;1
33;casado;Universidad;0;79;1;0;5;may;389;1;195;4;positivo;0
37;casado;secundaria;0;565;0;0;5;may;329;1;6;2;positivo;1
30;casado;Universidad;0;451;0;0;5;may;173;1;274;3;fallido;1
41;soltero;Universidad;0;1646;1;0;5;may;258;1;90;7;positivo;0
74;casado;secundaria;0;935;0;0;5;may;226;1;99;2;fallido;0
33;soltero;secundaria;0;228;0;0;5;may;110;1;89;4;fallido;1
29;soltero;NA;0;2929;0;0;5;may;232;1;89;4;NA;0
27;soltero;secundaria;0;145;1;0;5;may;121;4;89;3;fallido;1
54;casado;secundaria;0;1182;1;0;6;may;118;2;241;2;fallido;1
53;casado;secundaria;0;4968;0;0;6;may;109;1;87;2;fallido;1
46;casado;secundaria;0;640;1;0;6;may;246;1;55;5;positivo;0
37;casado;Universidad;0;88;0;0;6;may;195;1;90;3;NA;0
67;divorciado;secundaria;0;704;0;0;6;may;613;1;87;3;positivo;0
47;casado;Universidad;0;97;1;0;6;may;220;1;87;3;fallido;1
56;divorciado;Universidad;0;2037;0;0;6;may;160;1;91;5;positivo;1
60;casado;primaria;0;182;0;0;6;may;141;1;10;10;fallido;1
34;casado;secundaria;0;1221;1;0;6;may;182;1;90;8;fallido;1
36;soltero;Universidad;0;994;0;0;6;may;211;1;90;6;positivo;0
37;casado;Universidad;0;2283;0;0;6;may;243;2;98;2;fallido;0
37;casado;Universidad;0;4596;1;0;7;may;218;2;211;4;positivo;1
51;casado;Universidad;0;0;0;0;7;may;662;2;66;2;positivo;0
83;casado;secundaria;0;0;0;0;7;may;201;2;268;2;fallido;1
35;casado;Universidad;0;62;0;0;7;may;226;2;88;4;positivo;0
47;casado;Universidad;0;3745;0;0;7;may;113;1;200;1;fallido;1
53;casado;Universidad;0;3634;0;0;7;may;211;4;88;8;positivo;0
32;casado;Universidad;0;2976;1;0;10;may;269;5;94;6;positivo;1
46;casado;Universidad;0;273;1;0;10;may;583;6;53;6;positivo;0
21;soltero;secundaria;0;130;0;0;11;may;113;2;273;4;fallido;1
20;soltero;secundaria;0;291;0;0;11;may;172;5;371;5;fallido;1
43;casado;Universidad;0;10072;0;0;12;may;98;1;77;5;fallido;1
66;casado;secundaria;0;3409;0;0;12;may;801;1;86;2;fallido;1
78;divorciado;secundaria;0;3417;0;0;12;may;309;1;181;1;positivo;0
42;casado;Universidad;0;27696;0;0;12;may;176;2;89;5;positivo;0
34;casado;secundaria;0;1076;0;0;12;may;152;1;182;6;positivo;0
34;casado;secundaria;0;133;0;0;12;may;171;2;181;3;positivo;0
66;casado;secundaria;0;587;0;0;12;may;457;2;392;2;positivo;0
40;soltero;Universidad;0;1509;0;0;12;may;333;1;58;3;fallido;1
54;casado;Universidad;0;1624;0;0;12;may;166;3;182;10;positivo;0
31;casado;secundaria;0;136;0;0;12;may;228;2;267;1;fallido;0
33;casado;secundaria;0;386;0;0;12;may;317;1;181;5;positivo;0
19;soltero;primaria;0;608;0;0;12;may;236;1;180;2;positivo;0
31;soltero;secundaria;0;1282;0;0;12;may;144;1;460;2;fallido;1
24;soltero;secundaria;0;598;0;0;12;may;762;1;182;2;positivo;0
29;soltero;Universidad;0;3290;0;0;12;may;430;1;50;3;positivo;0
28;soltero;secundaria;0;4745;0;0;12;may;360;1;181;5;positivo;0
31;soltero;Universidad;0;533;0;0;12;may;372;1;90;10;positivo;0
50;casado;Universidad;0;2611;0;0;12;may;177;1;387;2;positivo;1
22;soltero;secundaria;0;123;0;0;12;may;267;2;89;7;positivo;1
54;divorciado;primaria;0;4401;0;0;13;may;414;1;183;2;positivo;0
59;casado;Universidad;0;138;1;1;13;may;106;1;280;4;fallido;1
54;casado;secundaria;0;2206;0;0;13;may;260;1;91;4;positivo;0
27;soltero;Universidad;0;168;0;0;13;may;271;1;182;2;positivo;1
