ID;Genero;Casado;Edad;Graduado;Profesion;Experiencia laboral;Gastoscore;Family_Size;anno_nacimiento;Generación ;Ingresos anuales brutos;Provincia;Digital_encuenta_index
CLI9932;F;Si;50;Si;Artista;+20años;Medio;2;1974;Generación X;56243;Gerona;11.305
CLI9933;M;Si;65;Si;Otros;+20años;Medio;4;1959;Baby Boomer;47912;Córdoba;1.737
CLI9934;M;No;21;No;Médico;<10años;Bajo;5;2003;Millennial;13007;Ceuta;1.512
CLI9935;F;Si;52;Si;Artista;+20años;Medio;3;1972;Generación X;94759;Valladolid;1.697
CLI9936;F;Si;80;Si;Artista;+20años;Alto;2;1944;Baby Boomer;60597;Navarra;1.287
CLI9937;F;Si;46;No;Artista;+20años;Bajo;1;1978;Generación X;124125;Burgos;1.209
CLI9938;F;No;41;Si;Médico;10-20años;Bajo;5;1983;Millennial;88073;Ávila;1.192
CLI9939;F;No;42;Si;Artista;+20años;Bajo;1;1982;Millennial;61513;Huelva;1.652
CLI9940;F;No;45;Si;Artista;+20años;Bajo;1;1979;Generación X;85985;Málaga;1.537
CLI9941;F;No;44;Si;Otros;+20años;Bajo;1;1980;Generación X;41945;Salamanca;1.031
CLI9942;F;Si;33;Si;Otros;10-20años;Bajo;4;1991;Millennial;29143;Ciudad Real;1.836
CLI9943;M;Si;62;Si;Artista;+20años;Alto;2;1962;Baby Boomer;124526;Córdoba;1.424
CLI9944;F;Si;72;Si;Servicios;+20años;Alto;2;1952;Baby Boomer;64118;Valencia;1.619
CLI9945;M;Si;39;Si;Artista;10-20años;Medio;2;1985;Millennial;29305;Pontevedra;0.778
CLI9946;F;Si;41;No;Ingeniero/Técnicos;10-20años;Medio;5;1983;Millennial;110985;Santa Cruz de Tenerife;1.146
CLI9947;M;No;40;Si;Otros;10-20años;Bajo;1;1984;Millennial;93300;León;0.732
CLI9948;F;;29;Si;Construcción;<10años;Alto;4;1995;Millennial;18863;Huesca;14.775
CLI9949;M;No;28;No;Ejecutivo;<10años;Bajo;4;1996;Millennial;21408;Gerona;2.444
CLI9950;M;No;33;No;Funcionario;10-20años;Bajo;4;1991;Millennial;25784;Segovia;2.02
CLI9951;M;Si;41;Si;Otros;10-20años;Medio;2;1983;Millennial;99718;Soria;1.491
CLI9952;M;No;33;No;Artista;10-20años;Bajo;3;1991;Millennial;22706;Vizcaya;0.985
CLI9953;M;Si;51;Si;Otros;+20años;Medio;4;1973;Generación X;85324;Santa Cruz de Tenerife;1.033
CLI9954;F;No;42;Si;Ingeniero/Técnicos;+20años;Bajo;1;1982;Millennial;73455;Zamora;1.123
CLI9955;F;No;44;Si;Artista;+20años;Bajo;1;1980;Generación X;100801;Valencia;0.801
CLI9956;F;No;34;Si;Artista;10-20años;Bajo;1;1990;Millennial;23858;Ceuta;1.33
CLI9957;M;Si;50;Si;Ejecutivo;+20años;Alto;5;1974;Generación X;50288;La Rioja;1.228
CLI9958;M;Si;61;No;Ingeniero/Técnicos;+20años;Bajo;5;1963;Baby Boomer;85028;Salamanca;1.502
CLI9959;F;Si;56;Si;Ingeniero/Técnicos;+20años;Bajo;1;1968;Generación X;109756;Almería;0.8177
CLI9960;F;No;32;Si;Construcción;10-20años;Bajo;7;1992;Millennial;32000;Granada;2.066
CLI9961;F;Si;81;Si;Artista;+20años;Alto;2;1943;Baby Boomer;62842;Málaga;0.83725
CLI9962;M;Si;76;No;Otros;+20años;Medio;3;1948;Generación Silenciosa;58556;Melilla;0.64175
CLI9963;F;No;31;No;Médico;<10años;Bajo;5;1993;Millennial;31903;Guipúzcoa;1.192
CLI9964;M;Si;45;Si;Ejecutivo;+20años;Medio;1;1979;Generación X;105621;Huesca;1.514
CLI9965;M;;32;No;Funcionario;10-20años;Bajo;3;1992;Millennial;28907;Valladolid;1.169
CLI9966;M;Si;43;Si;Artista;+20años;Bajo;1;1981;Millennial;30951;Palencia;1.537
CLI9967;F;Si;81;No;Otros;+20años;Alto;3;1943;Baby Boomer;66463;Almería;1.619
CLI9968;F;No;65;Si;Artista;+20años;Bajo;1;1959;Generación Silenciosa;96561;Granada;1.326
CLI9969;M;No;30;No;Funcionario;<10años;Bajo;3;1994;Millennial;29077;León;1.583
CLI9970;M;No;36;No;Artista;10-20años;Bajo;1;1988;Millennial;18883;Huesca;0.893
CLI9971;M;No;34;No;Otros;10-20años;Bajo;2;1990;Millennial;23631;Cádiz;1.215
CLI9972;M;Si;51;No;Artista;+20años;Medio;3;1973;Generación X;89593;Guipúzcoa;1.424
CLI9973;F;Si;69;Si;Artista;+20años;Bajo;2;1955;Baby Boomer;24035;Huelva;1.287
CLI9974;M;No;24;No;Funcionario;<10años;Bajo;4;2000;Millennial;12057;Alicante;2.34
CLI9975;F;No;58;Si;Ingeniero/Técnicos;+20años;Bajo;5;1966;Generación X;72992;Lugo;1.580
CLI9976;M;Si;65;No;Otros;+20años;Bajo;1;1959;Baby Boomer;81669;Salamanca;1.170
CLI9977;M;Si;92;Si;Servicios;+20años;Bajo;2;1932;Baby Boomer;101212;Cáceres;0.935
CLI9978;M;Si;69;Si;Artista;+20años;Medio;4;1955;Generación Silenciosa;74266;La Coruña;1.678
CLI9979;M;Si;39;Si;Artista;10-20años;Bajo;1;1985;Millennial;30133;Ciudad Real;0.939
CLI9980;M;No;23;No;Funcionario;<10años;Bajo;4;2001;Millennial;19756;Las Palmas;2.513
CLI9981;M;Si;74;No;Servicios;+20años;Alto;2;1950;Baby Boomer;77328;Burgos;1.111
CLI9982;F;Si;45;Si;Artista;+20años;Medio;3;1979;Generación X;125541;Jaén;1.192
CLI9983;F;No;30;Si;Artista;<10años;Bajo;8;1994;Millennial;25387;Baleares;1.33
CLI9984;F;Si;58;Si;Artista;+20años;Medio;2;1966;Generación X;108739;Guadalajara;11.305
CLI9985;F;No;36;Si;Funcionario;10-20años;Bajo;8;1988;Millennial;18239;Navarra;0.824
CLI9986;F;No;35;No;Médico;10-20años;Bajo;4;1989;Millennial;31676;Ávila;1.192
CLI9987;M;Si;65;No;Servicios;+20años;Alto;2;1959;Baby Boomer;65945;Valencia;0.6613
CLI9988;F;Si;55;Si;Artista;+20años;Alto;5;1969;Generación X;57526;La Coruña;1.170
CLI9989;F;Si;55;Si;Artista;+20años;Medio;4;1969;Generación X;125700;La Rioja;1.072
CLI9990;F;Si;45;Si;Funcionario;+20años;Medio;2;1979;Generación X;126843;Tarragona;1.514
CLI9991;F;Si;78;;Servicios;+20años;Bajo;1;1946;Baby Boomer;124705;Gerona;0.79815
CLI9992;F;No;36;Si;Funcionario;10-20años;Bajo;6;1988;Millennial;22921;Álava;1.744
CLI9993;F;Si;51;Si;Artista;+20años;Medio;2;1973;Generación X;23349;Vizcaya;1.072
CLI9994;F;No;86;Si;Servicios;+20años;Bajo;3;1938;Baby Boomer;104394;Granada;1.228
CLI9995;F;Si;76;No;Servicios;+20años;Alto;2;1948;Generación Silenciosa;33389;Toledo;1.424
CLI9996;F;No;44;Si;Funcionario;+20años;Bajo;1;1980;Generación X;76067;Córdoba;1.514
CLI9997;M;Si;47;Si;Ejecutivo;+20años;Alto;3;1977;Generación X;61300;Lugo;1.385
CLI9998;M;Si;40;Si;Artista;10-20años;Alto;3;1984;Millennial;106015;Cuenca;1.974
CLI9999;M;Si;39;Si;Otros;10-20años;Medio;2;1985;Millennial;27169;Guadalajara;1.951
CLI10000;M;No;33;No;Funcionario;10-20años;Bajo;4;1991;Millennial;24616;León;1.606
CLI10001;M;Si;52;No;Otros;+20años;Medio;2;1972;Generación X;29834;Lérida;1.346
CLI10002;M;Si;76;No;Artista;+20años;Bajo;1;1948;Baby Boomer;88523;Ciudad Real;1.580
CLI10003;M;Si;45;Si;Otros;+20años;Bajo;5;1979;Generación X;112808;Ávila;0.939
CLI10004;M;Si;36;No;Ejecutivo;10-20años;Bajo;6;1988;Millennial;18885;Guipúzcoa;0.824
CLI10005;M;No;30;Si;Funcionario;<10años;Bajo;5;1994;Millennial;21358;Vizcaya;1.675
CLI10006;M;Si;42;Si;Ingeniero/Técnicos;+20años;Bajo;2;1982;Millennial;46283;Orense;1.008
CLI10007;M;Si;39;Si;Artista;10-20años;Medio;4;1985;Millennial;27934;Castellón;1.077
CLI10008;M;Si;30;Si;Artista;<10años;Bajo;2;1994;Millennial;29611;Pontevedra;1.123
CLI10009;F;Si;56;Si;Construcción;+20años;Bajo;1;1968;Generación X;23165;Almería;0.6613
CLI10010;F;Si;57;Si;Ingeniero/Técnicos;+20años;Bajo;1;1967;Generación X;65881;Jaén;857
CLI10011;M;No;58;Si;Médico;+20años;Bajo;1;1966;Generación X;98016;Lugo;0.5831
CLI10012;M;Si;47;Si;Artista;+20años;Medio;2;1977;Generación X;118920;Santa Cruz de Tenerife;0.6222
CLI10013;M;Si;46;Si;Médico;+20años;Bajo;2;1978;Generación X;110986;Albacete;1.033
CLI10014;M;No;40;Si;Médico;10-20años;Bajo;1;1984;Millennial;118745;Huelva;0.985
CLI10015;M;No;40;Si;Artista;10-20años;Bajo;2;1984;Millennial;28101;León;1.537
CLI10016;F;No;44;Si;Funcionario;+20años;Bajo;1;1980;Generación X;41542;Ciudad Real;0.847
CLI10017;M;Si;52;Si;Otros;+20años;Medio;3;1972;Generación X;86337;Salamanca;1.717
CLI10018;M;No;33;No;Médico;10-20años;Bajo;2;1991;Millennial;23343;Pontevedra;1.307
CLI10019;F;Si;58;Si;Artista;+20años;Bajo;1;1966;Generación X;120481;Lugo;1.737
CLI10020;M;Si;50;Si;Artista;+20años;Medio;2;1974;Generación X;63085;Baleares;994
CLI10021;M;No;36;Si;Funcionario;10-20años;Bajo;5;1988;Millennial;18101;Lérida;0.686
CLI10022;F;No;44;Si;Artista;+20años;Bajo;2;1980;Generación X;44724;Toledo;0.732
CLI10023;F;Si;40;Si;Negocios/empresa;10-20años;Bajo;1;1984;Millennial;56314;Gerona;1.56
CLI10024;M;No;35;No;Ingeniero/Técnicos;10-20años;Bajo;4;1989;Millennial;25008;Barcelona;1.974
CLI10025;F;Si;56;Si;Artista;+20años;Bajo;2;1968;Generación X;22001;Sevilla;1.756
CLI10026;F;No;54;Si;Artista;+20años;Bajo;1;1970;Generación X;21769;Almería;0.64175
CLI10027;M;Si;89;No;Servicios;+20años;Bajo;1;1935;Baby Boomer;118924;Ávila;1.267
CLI10028;M;Si;79;Si;Artista;+20años;Medio;4;1945;Generación Silenciosa;90739;Guadalajara;0.7395
CLI10029;F;No;77;Si;Artista;+20años;Bajo;2;1947;Generación Silenciosa;123905;Salamanca;0.79815
CLI10030;M;No;23;No;Funcionario;<10años;Bajo;3;2001;Millennial;15394;Soria;2.202
CLI10031;M;No;23;No;Funcionario;<10años;Bajo;5;2001;Millennial;22448;Albacete;1.719
CLI10032;F;Si;45;No;Otros;+20años;Medio;4;1979;Generación X;86899;Vizcaya;1.123
CLI10033;F;No;54;No;Ingeniero/Técnicos;+20años;Bajo;1;1970;Generación X;112072;Cáceres;955
CLI10034;F;No;56;No;Otros;+20años;Bajo;1;1968;Generación X;102706;Albacete;955
CLI10035;M;Si;31;No;Funcionario;<10años;Medio;5;1993;Millennial;30641;Vizcaya;1.606
CLI10036;M;No;41;Si;Funcionario;10-20años;Bajo;2;1983;Millennial;74453;Madrid;1.054
CLI10037;F;Si;69;;Artista;+20años;Medio;3;1955;Baby Boomer;47643;Lérida;0.8177
CLI10038;M;No;21;No;Funcionario;<10años;Bajo;4;2003;Millennial;21922;Córdoba;1.892
CLI10039;F;No;35;No;Funcionario;10-20años;Bajo;3;1989;Millennial;29858;Burgos;1.836
CLI10040;F;Si;56;No;Artista;+20años;Bajo;1;1968;Generación X;116712;Navarra;1.482
CLI10041;M;Si;29;No;Otros;<10años;Bajo;2;1995;Millennial;18405;León;2.651
CLI10042;M;Si;67;No;Artista;+20años;Bajo;1;1957;Baby Boomer;81561;Melilla;0.8177
CLI10043;F;Si;56;Si;Artista;+20años;Medio;4;1968;Generación X;35364;Segovia;0.75905
CLI10044;F;Si;50;Si;Artista;+20años;Medio;3;1974;Generación X;96083;Granada;896
CLI10045;M;Si;32;Si;Otros;10-20años;Alto;2;1992;Millennial;18234;Orense;1.997
CLI10046;M;Si;52;No;Servicios;+20años;Bajo;5;1972;Generación X;48556;Guadalajara;0.6222
CLI10047;M;No;28;Si;Médico;<10años;Bajo;2;1996;Millennial;28126;Jaén;2.099
CLI10048;M;No;44;No;Negocios/empresa;+20años;Bajo;5;1980;Generación X;81077;Cáceres;2.066
CLI10049;M;No;50;Si;Servicios;+20años;Bajo;1;1974;Generación X;51599;Toledo;1.619
CLI10050;M;Si;35;Si;Otros;10-20años;Medio;2;1989;Millennial;21382;Badajoz;1.767
CLI10051;M;Si;42;Si;Artista;+20años;Bajo;3;1982;Millennial;90912;Valencia;2.066
CLI10052;F;No;42;Si;Artista;+20años;Bajo;2;1982;Millennial;56181;Sevilla;0.732
CLI10053;F;Si;53;Si;Ingeniero/Técnicos;+20años;Bajo;3;1971;Generación X;70540;Ávila;1.013
CLI10054;F;No;78;Si;Médico;+20años;Bajo;1;1946;Baby Boomer;113998;Tarragona;0.7395
CLI10055;F;Si;51;Si;Artista;+20años;Bajo;3;1973;Generación X;50710;Gerona;857
CLI10056;F;Si;51;Si;Artista;+20años;Bajo;2;1973;Generación X;86652;Cáceres;0.935
CLI10057;F;Si;54;Si;Artista;+20años;Bajo;2;1970;Generación X;28962;Granada;11.305
CLI10058;M;Si;47;No;Otros;+20años;Bajo;3;1977;Generación X;125707;Santa Cruz de Tenerife;1.697
CLI10059;F;No;42;Si;Artista;+20años;Bajo;4;1982;Millennial;41471;Guipúzcoa;1.836
CLI10060;M;No;28;Si;Funcionario;<10años;Bajo;4;1996;Millennial;20959;La Coruña;1.754
CLI10061;F;Si;51;Si;Ingeniero/Técnicos;+20años;Bajo;4;1973;Generación X;74075;Burgos;1.209
CLI10062;F;No;31;Si;Ingeniero/Técnicos;<10años;Bajo;3;1993;Millennial;28041;Las Palmas;1.445
CLI10063;F;No;45;Si;Otros;+20años;Bajo;4;1979;Generación X;109478;Murcia;1.238
CLI10064;F;No;35;Si;Artista;10-20años;Bajo;5;1989;Millennial;26148;Jaén;1.79
CLI10065;F;No;23;No;Funcionario;<10años;Bajo;4;2001;Millennial;13024;Toledo;2.030
CLI10066;M;No;24;No;Funcionario;<10años;Bajo;6;2000;Millennial;15038;Ciudad Real;11.325
CLI10067;M;No;30;No;Funcionario;<10años;Bajo;5;1994;Millennial;25282;La Coruña;1.307
CLI10068;M;Si;44;Si;Artista;+20años;Medio;2;1980;Generación X;34194;Soria;1.698
CLI10069;F;Si;75;No;Ingeniero/Técnicos;+20años;Bajo;1;1949;Baby Boomer;53833;Las Palmas;1.111
CLI10070;F;No;28;No;Construcción;<10años;Bajo;7;1996;Millennial;19814;Albacete;1.374
CLI10071;M;No;31;No;Funcionario;<10años;Bajo;4;1993;Millennial;24129;Jaén;0.939
CLI10072;M;No;31;No;Negocios/empresa;<10años;Bajo;8;1993;Millennial;30178;Palencia;0.847
CLI10073;M;No;30;No;Otros;<10años;Bajo;3;1994;Millennial;28894;La Coruña;0.732
CLI10074;M;Si;74;No;Otros;+20años;Medio;4;1950;Baby Boomer;82103;Baleares;15.215
CLI10075;M;Si;51;No;Ejecutivo;+20años;Bajo;9;1973;Generación X;50742;Sevilla;1.267
CLI10076;F;No;36;No;Otros;10-20años;Bajo;4;1988;Millennial;23367;La Rioja;1.399
CLI10077;F;Si;44;Si;Médico;+20años;Medio;3;1980;Generación X;108678;Pontevedra;0.663
CLI10078;F;Si;53;No;Servicios;+20años;Medio;7;1971;Generación X;110010;Vizcaya;1.052
CLI10079;M;Si;46;No;Ejecutivo;+20años;Alto;5;1978;Generación X;74824;Córdoba;1.561
CLI10080;M;No;62;Si;Servicios;+20años;Bajo;1;1962;Baby Boomer;65149;Palencia;1.424
CLI10081;F;No;56;Si;Ingeniero/Técnicos;+20años;Bajo;1;1968;Generación X;80564;Segovia;1.033
CLI10082;F;No;30;Si;Funcionario;<10años;Bajo;1;1994;Millennial;24531;Albacete;1.629
CLI10083;F;No;28;Si;Médico;<10años;Bajo;3;1996;Millennial;22954;León;1.754
CLI10084;F;Si;56;No;Artista;+20años;Alto;2;1968;Generación X;82472;Alicante;0.8177
CLI10085;F;Si;29;Si;Funcionario;<10años;Medio;2;1995;Millennial;18414;Madrid;3.03
CLI10086;F;No;39;Si;Médico;10-20años;Bajo;1;1985;Millennial;23732;Almería;0.847
CLI10087;F;;28;Si;Médico;<10años;Bajo;3;1996;Millennial;26030;Granada;1.995
CLI10088;M;No;33;No;Funcionario;10-20años;Bajo;3;1991;Millennial;18298;Toledo;0.847
CLI10089;F;No;45;Si;Funcionario;+20años;Bajo;1;1979;Generación X;91130;Jaén;0.663
CLI10090;M;Si;46;Si;Artista;+20años;Bajo;3;1978;Generación X;39822;Valladolid;1.150
CLI10091;F;Si;44;Si;Artista;+20años;Alto;5;1980;Generación X;65803;Almería;1.307
CLI10092;M;No;40;Si;Otros;10-20años;Bajo;1;1984;Millennial;82317;Guadalajara;1.744
CLI10093;F;No;43;Si;Artista;+20años;Bajo;1;1981;Millennial;36678;Teruel;1.928
CLI10094;M;Si;44;Si;Ejecutivo;+20años;Alto;3;1980;Generación X;121189;La Coruña;1.146
CLI10095;F;Si;44;Si;Ingeniero/Técnicos;+20años;Medio;2;1980;Generación X;59561;Vizcaya;1.238
CLI10096;M;No;31;Si;Artista;<10años;Bajo;6;1993;Millennial;28964;Badajoz;0.686
CLI10097;F;No;34;Si;Negocios/empresa;10-20años;Bajo;1;1990;Millennial;20958;Guadalajara;1.008
CLI10098;M;No;45;Si;Artista;+20años;Bajo;1;1979;Generación X;91295;Sevilla;1.652
CLI10099;F;No;31;Si;Ingeniero/Técnicos;<10años;Bajo;5;1993;Millennial;21062;Zamora;1.698
CLI10100;M;No;33;Si;Funcionario;10-20años;Bajo;1;1991;Millennial;22697;Álava;2.043
CLI10101;F;No;33;Si;Funcionario;10-20años;Bajo;1;1991;Millennial;22806;Ciudad Real;1.008
CLI10102;F;No;42;Si;Artista;+20años;Bajo;2;1982;Millennial;42794;Vizcaya;0.893
CLI10103;M;Si;47;Si;Artista;+20años;Bajo;1;1977;Generación X;115634;Albacete;0.8177
CLI10104;M;No;32;Si;Otros;10-20años;Bajo;1;1992;Millennial;19515;Jaén;1.192
CLI10105;F;No;33;Si;Funcionario;10-20años;Bajo;3;1991;Millennial;24037;Orense;1.859
CLI10106;M;Si;30;Si;Funcionario;<10años;Bajo;2;1994;Millennial;30553;Gerona;1.813
CLI10107;F;Si;53;Si;Artista;+20años;Medio;2;1971;Generación X;112595;León;1.287
CLI10108;F;No;56;Si;Artista;+20años;Bajo;1;1968;Generación X;42569;León;0.75905
CLI10109;F;No;53;Si;Negocios/empresa;+20años;Bajo;1;1971;Generación X;129312;Lérida;974
CLI10110;F;No;31;Si;Negocios/empresa;<10años;Bajo;1;1993;Millennial;21533;Jaén;1.974
CLI10111;F;No;44;Si;Artista;+20años;Bajo;1;1980;Generación X;86268;Albacete;1.146
CLI10112;M;Si;56;Si;Artista;+20años;Bajo;2;1968;Generación X;91677;Valencia;896
CLI10113;F;Si;40;No;Negocios/empresa;10-20años;Bajo;2;1984;Millennial;49599;Cuenca;1.468
CLI10114;F;No;56;Si;Negocios/empresa;+20años;Bajo;1;1968;Generación X;67106;Valencia;0.75905
CLI10115;M;Si;50;Si;Ejecutivo;+20años;Alto;4;1974;Generación X;67996;Salamanca;0.7004
CLI10116;M;No;44;Si;Artista;+20años;Bajo;1;1980;Generación X;109040;Cuenca;1.261
CLI10117;M;No;44;Si;Artista;+20años;Bajo;1;1980;Generación X;125899;La Rioja;1.629
CLI10118;M;Si;45;Si;Artista;+20años;Bajo;2;1979;Generación X;108619;Salamanca;1.606
CLI10119;M;Si;47;Si;Otros;+20años;Medio;4;1977;Generación X;98845;Sevilla;1.306
CLI10120;M;;23;No;Funcionario;<10años;Bajo;3;2001;Millennial;13426;Teruel;1.443
CLI10121;M;No;25;No;Funcionario;<10años;Bajo;4;1999;Millennial;31975;Teruel;1.926
CLI10122;F;No;34;No;Médico;10-20años;Bajo;3;1990;Millennial;21526;Ciudad Real;0.893
CLI10123;F;Si;46;Si;Otros;+20años;Bajo;2;1978;Generación X;126327;Huesca;1.404
CLI10124;M;Si;67;No;Artista;+20años;Bajo;1;1957;Baby Boomer;108904;Ávila;1.248
CLI10125;F;Si;50;Si;Construcción;+20años;Bajo;1;1974;Generación X;44584;Vizcaya;1.639
CLI10126;F;Si;69;Si;Artista;+20años;Bajo;1;1955;Baby Boomer;39911;Navarra;1.600
CLI10127;M;Si;95;No;Servicios;+20años;Bajo;1;1929;Baby Boomer;42398;Madrid;0.64175
CLI10128;F;Si;74;No;Ingeniero/Técnicos;+20años;Alto;3;1950;Generación Silenciosa;87994;Zaragoza;1.013
CLI10129;M;Si;78;No;Ejecutivo;+20años;Alto;3;1946;Baby Boomer;56726;Madrid;955
CLI10130;F;Si;47;No;Otros;+20años;Bajo;2;1977;Generación X;67201;Pontevedra;1.404
CLI10131;M;;31;No;Otros;<10años;Bajo;2;1993;Millennial;27786;Orense;1.422
CLI10132;M;Si;52;No;Otros;+20años;Bajo;2;1972;Generación X;53670;Salamanca;1.404
CLI10133;F;Si;58;Si;Artista;+20años;Medio;4;1966;Generación X;114237;La Coruña;1.170
CLI10134;F;Si;40;No;Otros;10-20años;Medio;2;1984;Millennial;22365;Santa Cruz de Tenerife;1.468
CLI10135;M;Si;39;No;Otros;10-20años;Bajo;1;1985;Millennial;30486;Sevilla;1.054
CLI10136;F;Si;53;Si;Artista;+20años;Alto;4;1971;Generación X;22129;Huesca;1.697
CLI10137;F;Si;66;Si;Artista;+20años;Bajo;3;1958;Baby Boomer;105751;Guipúzcoa;955
CLI10138;F;Si;50;No;Ejecutivo;+20años;Bajo;1;1974;Generación X;60408;Burgos;1.443
CLI10139;F;Si;46;No;Ingeniero/Técnicos;+20años;Bajo;2;1978;Generación X;53037;Toledo;994
CLI10140;F;Si;98;Si;Servicios;+20años;Bajo;1;1926;Baby Boomer;113338;Jaén;955
CLI10141;F;No;25;No;Negocios/empresa;<10años;Bajo;2;1999;Millennial;29804;Valencia;2.823
CLI10142;M;Si;51;Si;Construcción;+20años;Bajo;1;1973;Generación X;120379;Ceuta;1.737
CLI10143;M;No;24;No;Servicios;<10años;Bajo;4;2000;Millennial;16208;Barcelona;1.719
CLI10144;F;No;33;No;Funcionario;10-20años;Bajo;7;1991;Millennial;20208;Álava;1.79
CLI10145;M;Si;64;Si;Otros;+20años;Bajo;1;1960;Baby Boomer;95401;Santa Cruz de Tenerife;1.717
CLI10146;M;Si;80;Si;Artista;+20años;Medio;4;1944;Baby Boomer;126109;Guipúzcoa;0.7004
CLI10147;F;Si;78;Si;Servicios;+20años;Bajo;1;1946;Generación Silenciosa;59401;Guadalajara;1.013
CLI10148;F;Si;39;No;Ingeniero/Técnicos;10-20años;Bajo;5;1985;Millennial;21647;Huesca;2.043
CLI10149;M;Si;57;Si;Otros;+20años;Medio;4;1967;Generación X;63920;Zaragoza;1.697
CLI10150;M;Si;92;Si;Servicios;+20años;Bajo;2;1932;Baby Boomer;99774;Cuenca;1.013
CLI10151;M;Si;52;Si;Otros;+20años;Medio;5;1972;Generación X;90733;Pontevedra;955
CLI10152;M;Si;43;No;Ejecutivo;+20años;Bajo;2;1981;Millennial;48755;Lugo;1.399
CLI10153;F;Si;44;No;Ingeniero/Técnicos;+20años;Bajo;3;1980;Generación X;126981;Albacete;0.732
CLI10154;F;No;51;Si;Artista;+20años;Bajo;1;1973;Generación X;86166;Álava;1.170
CLI10155;M;No;44;Si;Artista;+20años;Bajo;2;1980;Generación X;44559;Guipúzcoa;1.1
CLI10156;F;No;30;No;Artista;<10años;Bajo;6;1994;Millennial;28770;Ávila;0.801
CLI10157;F;No;25;No;Funcionario;<10años;Bajo;4;1999;Millennial;28516;Granada;2.202
CLI10158;F;No;23;Si;Artista;<10años;Bajo;2;2001;Millennial;14041;León;2.789
CLI10159;M;Si;77;No;Servicios;+20años;Alto;2;1947;Baby Boomer;52019;Castellón;896
CLI10160;M;Si;31;Si;Otros;<10años;Bajo;2;1993;Millennial;23410;Las Palmas;1.675
CLI10161;F;Si;64;Si;Construcción;+20años;Bajo;4;1960;Baby Boomer;78658;Ávila;1.385
CLI10162;F;Si;30;Si;Otros;<10años;Medio;2;1994;Millennial;19097;Badajoz;1.468
CLI10163;F;Si;54;No;Ingeniero/Técnicos;+20años;Medio;5;1970;Generación X;26098;Burgos;1.209
CLI10164;F;Si;41;No;Ingeniero/Técnicos;10-20años;Medio;3;1983;Millennial;31365;Santa Cruz de Tenerife;1.698
CLI10165;M;Si;43;No;Otros;+20años;Medio;4;1981;Millennial;89250;Valladolid;1.606
CLI10166;F;No;31;No;Médico;<10años;Bajo;4;1993;Millennial;28281;Guipúzcoa;2.02
CLI10167;M;Si;80;No;Otros;+20años;Medio;2;1944;Baby Boomer;53497;Murcia;1.150
CLI10168;F;Si;56;Si;Artista;+20años;Medio;5;1968;Generación X;43550;Salamanca;1.502
CLI10169;F;Si;53;Si;Médico;+20años;Medio;3;1971;Generación X;66112;Palencia;0.56355
CLI10170;M;Si;79;Si;Construcción;+20años;Bajo;1;1945;Baby Boomer;34814;La Coruña;1.111
CLI10171;M;Si;52;No;Artista;+20años;Medio;1;1972;Generación X;88831;Toledo;1.013
CLI10172;F;Si;74;Si;Médico;+20años;Bajo;1;1950;Baby Boomer;32236;Ceuta;1.678
CLI10173;M;Si;85;Si;Servicios;+20años;Alto;2;1939;Baby Boomer;41602;Albacete;1.502
CLI10174;M;Si;51;Si;Artista;+20años;Medio;3;1973;Generación X;81028;Guadalajara;857
CLI10175;F;Si;57;Si;Artista;+20años;Medio;4;1967;Generación X;60728;Soria;0.7395
CLI10176;M;Si;74;No;Servicios;+20años;Bajo;1;1950;Baby Boomer;56887;Cáceres;1.502
CLI10177;M;Si;68;Si;Médico;+20años;Medio;4;1956;Baby Boomer;33016;Álava;1.091
CLI10178;M;Si;50;Si;Médico;+20años;Medio;3;1974;Generación X;75329;Córdoba;1.385
CLI10179;M;Si;44;Si;Médico;+20años;Medio;5;1980;Generación X;54941;Córdoba;0.732
CLI10180;F;Si;66;Si;Artista;+20años;Medio;2;1958;Baby Boomer;42980;Alicante;1.385
CLI10181;F;Si;41;Si;Médico;10-20años;Medio;4;1983;Millennial;89677;Palencia;1.146
CLI10182;M;Si;76;No;Ejecutivo;+20años;Alto;1;1948;Baby Boomer;38381;Córdoba;0.56355
CLI10183;F;Si;64;Si;Artista;+20años;Alto;4;1960;Baby Boomer;90722;Huesca;0.68085
CLI10184;M;Si;57;Si;Artista;+20años;Bajo;1;1967;Generación X;36066;Baleares;1.717
CLI10185;M;No;22;No;Funcionario;<10años;Bajo;5;2002;Millennial;18267;Segovia;1.823
CLI10186;F;;25;No;Funcionario;<10años;Bajo;4;1999;Millennial;25331;Lugo;2.202
CLI10187;M;Si;73;Si;Artista;+20años;Bajo;1;1951;Baby Boomer;49123;Vizcaya;15.215
CLI10188;M;No;21;No;Funcionario;<10años;Bajo;3;2003;Millennial;12761;Córdoba;2.823
CLI10189;F;Si;58;Si;Artista;+20años;Medio;5;1966;Generación X;115807;Vizcaya;994
CLI10190;F;Si;65;Si;Construcción;+20años;Bajo;1;1959;Baby Boomer;38204;Zaragoza;0.60265
CLI10191;F;Si;67;Si;Artista;+20años;Medio;4;1957;Baby Boomer;102091;Palencia;1.443
CLI10192;F;Si;75;Si;Ingeniero/Técnicos;+20años;Bajo;2;1949;Baby Boomer;66969;León;0.7395
CLI10193;M;No;22;No;Funcionario;<10años;Bajo;3;2002;Millennial;22581;Gerona;1.892
